frame,timestamp_sec,timestamp_hhmmss,class,confidence,bbox
1231,41.03333333333333,00:00:41.03,3,,"[0.57541, 0.510113, 0.0876184, 0.284814]"
1232,41.06666666666667,00:00:41.06,3,,"[0.575525, 0.509931, 0.0870572, 0.28519]"
1233,41.1,00:00:41.10,3,,"[0.575777, 0.509406, 0.086933, 0.28596]"
1234,41.13333333333333,00:00:41.13,3,,"[0.576424, 0.508896, 0.0856741, 0.286711]"
1235,41.166666666666664,00:00:41.16,3,,"[0.577136, 0.507772, 0.0850576, 0.29009]"
1236,41.2,00:00:41.20,3,,"[0.577763, 0.508513, 0.083607, 0.288676]"
1237,41.233333333333334,00:00:41.23,3,,"[0.577961, 0.508398, 0.0832785, 0.288483]"
1238,41.266666666666666,00:00:41.26,3,,"[0.578833, 0.509017, 0.082626, 0.287461]"
1239,41.3,00:00:41.29,3,,"[0.577934, 0.508979, 0.0842705, 0.287641]"
1240,41.333333333333336,00:00:41.33,3,,"[0.578556, 0.509979, 0.0835592, 0.285774]"
1241,41.36666666666667,00:00:41.36,3,,"[0.579131, 0.511629, 0.0823248, 0.282966]"
1242,41.4,00:00:41.39,3,,"[0.578313, 0.511656, 0.0841316, 0.283484]"
1243,41.43333333333333,00:00:41.43,3,,"[0.57871, 0.513327, 0.0832718, 0.280745]"
1244,41.46666666666667,00:00:41.46,3,,"[0.578237, 0.514158, 0.0840637, 0.278893]"
1245,41.5,00:00:41.50,3,,"[0.577225, 0.514053, 0.0858073, 0.279299]"
1246,41.53333333333333,00:00:41.53,3,,"[0.575917, 0.511582, 0.0883291, 0.283173]"
1247,41.56666666666667,00:00:41.56,3,,"[0.574974, 0.512681, 0.0904633, 0.281914]"
1248,41.6,00:00:41.60,3,,"[0.573997, 0.513693, 0.0921364, 0.279338]"
1249,41.63333333333333,00:00:41.63,3,,"[0.57245, 0.513766, 0.0947802, 0.278402]"
1250,41.666666666666664,00:00:41.66,3,,"[0.572251, 0.513597, 0.09468, 0.278364]"
1251,41.7,00:00:41.70,3,,"[0.571702, 0.512934, 0.0956539, 0.279413]"
1252,41.733333333333334,00:00:41.73,3,,"[0.571833, 0.512019, 0.0954758, 0.281881]"
1253,41.766666666666666,00:00:41.76,3,,"[0.571252, 0.510052, 0.0968914, 0.285312]"
1254,41.8,00:00:41.79,3,,"[0.571028, 0.509337, 0.0963828, 0.287173]"
1255,41.833333333333336,00:00:41.83,3,,"[0.570871, 0.509278, 0.0961544, 0.287118]"
1256,41.86666666666667,00:00:41.86,3,,"[0.570475, 0.509196, 0.0965445, 0.287168]"
1257,41.9,00:00:41.89,3,,"[0.570929, 0.509344, 0.096388, 0.288134]"
1258,41.93333333333333,00:00:41.93,3,,"[0.570611, 0.509214, 0.0960361, 0.288682]"
1259,41.96666666666667,00:00:41.96,3,,"[0.570519, 0.509275, 0.0967282, 0.288353]"
1260,42.0,00:00:42.00,3,,"[0.571274, 0.50989, 0.0949497, 0.287865]"
1261,42.03333333333333,00:00:42.03,3,,"[0.571312, 0.509983, 0.0947794, 0.286901]"
1262,42.06666666666667,00:00:42.06,3,,"[0.571297, 0.509943, 0.0950829, 0.286279]"
1263,42.1,00:00:42.10,3,,"[0.572699, 0.510801, 0.0918117, 0.284766]"
1264,42.13333333333333,00:00:42.13,3,,"[0.573928, 0.511549, 0.0889875, 0.284194]"
1265,42.166666666666664,00:00:42.16,3,,"[0.574343, 0.511299, 0.0882566, 0.284791]"
1266,42.2,00:00:42.20,3,,"[0.575238, 0.508799, 0.0872278, 0.289434]"
1267,42.233333333333334,00:00:42.23,3,,"[0.576978, 0.508292, 0.0853462, 0.289704]"
1268,42.266666666666666,00:00:42.26,3,,"[0.57825, 0.508541, 0.0827602, 0.289517]"
1269,42.3,00:00:42.29,3,,"[0.578733, 0.509239, 0.0820168, 0.288433]"
1270,42.333333333333336,00:00:42.33,3,,"[0.578148, 0.510075, 0.0832676, 0.286536]"
1271,42.36666666666667,00:00:42.36,3,,"[0.578118, 0.511615, 0.0840623, 0.282923]"
1272,42.4,00:00:42.39,3,,"[0.576787, 0.510936, 0.0867386, 0.28418]"
1273,42.43333333333333,00:00:42.43,3,,"[0.576672, 0.511972, 0.0864937, 0.281823]"
1274,42.46666666666667,00:00:42.46,3,,"[0.576776, 0.511943, 0.0864322, 0.281325]"
1275,42.5,00:00:42.50,3,,"[0.576788, 0.51261, 0.085989, 0.279614]"
1276,42.53333333333333,00:00:42.53,3,,"[0.577781, 0.514781, 0.0840063, 0.275694]"
1277,42.56666666666667,00:00:42.56,3,,"[0.57879, 0.516717, 0.0827119, 0.272708]"
1278,42.6,00:00:42.60,3,,"[0.578378, 0.516853, 0.0831278, 0.271855]"
1279,42.63333333333333,00:00:42.63,3,,"[0.577904, 0.5186, 0.0838282, 0.268434]"
1280,42.666666666666664,00:00:42.66,3,,"[0.578159, 0.518941, 0.0840853, 0.268679]"
1281,42.7,00:00:42.70,3,,"[0.577692, 0.519506, 0.084352, 0.267134]"
1282,42.733333333333334,00:00:42.73,3,,"[0.576778, 0.517929, 0.0861765, 0.26933]"
1283,42.766666666666666,00:00:42.76,3,,"[0.577367, 0.518788, 0.0845518, 0.267906]"
1284,42.8,00:00:42.79,3,,"[0.577298, 0.518924, 0.0847474, 0.268534]"
1285,42.833333333333336,00:00:42.83,3,,"[0.576051, 0.517734, 0.0866012, 0.270522]"
1286,42.86666666666667,00:00:42.86,3,,"[0.576115, 0.51689, 0.0869082, 0.272536]"
1287,42.9,00:00:42.89,3,,"[0.575689, 0.515909, 0.0879672, 0.274697]"
1288,42.93333333333333,00:00:42.93,3,,"[0.575711, 0.515125, 0.0872576, 0.275902]"
1289,42.96666666666667,00:00:42.96,3,,"[0.576338, 0.515587, 0.0865775, 0.275214]"
1290,43.0,00:00:43.00,3,,"[0.577835, 0.515494, 0.085017, 0.275164]"
1291,43.03333333333333,00:00:43.03,3,,"[0.579211, 0.516045, 0.0827908, 0.275361]"
1292,43.06666666666667,00:00:43.06,3,,"[0.580088, 0.516522, 0.0811314, 0.273995]"
1293,43.1,00:00:43.10,3,,"[0.579898, 0.516001, 0.0813842, 0.274331]"
1294,43.13333333333333,00:00:43.13,3,,"[0.580657, 0.516545, 0.0802766, 0.273777]"
1295,43.166666666666664,00:00:43.16,3,,"[0.580232, 0.516325, 0.0803894, 0.273701]"
1296,43.2,00:00:43.20,3,,"[0.580116, 0.517752, 0.0809692, 0.271441]"
1297,43.233333333333334,00:00:43.23,3,,"[0.580555, 0.518969, 0.0799257, 0.268818]"
1298,43.266666666666666,00:00:43.26,3,,"[0.580926, 0.520566, 0.0796998, 0.265058]"
1299,43.3,00:00:43.29,3,,"[0.580461, 0.520952, 0.0804377, 0.264116]"
1300,43.333333333333336,00:00:43.33,3,,"[0.580126, 0.52152, 0.0808041, 0.263529]"
1301,43.36666666666667,00:00:43.36,3,,"[0.578601, 0.520915, 0.0838621, 0.263332]"
1302,43.4,00:00:43.39,3,,"[0.578037, 0.52077, 0.0845569, 0.262864]"
1303,43.43333333333333,00:00:43.43,3,,"[0.576813, 0.521389, 0.0857197, 0.262734]"
1304,43.46666666666667,00:00:43.46,3,,"[0.576276, 0.520632, 0.0866732, 0.264395]"
1305,43.5,00:00:43.50,3,,"[0.576978, 0.519871, 0.0853598, 0.265155]"
1306,43.53333333333333,00:00:43.53,3,,"[0.577109, 0.519086, 0.085566, 0.266409]"
1307,43.56666666666667,00:00:43.56,3,,"[0.57714, 0.518692, 0.086082, 0.266867]"
1308,43.6,00:00:43.60,3,,"[0.577166, 0.51915, 0.0849522, 0.266884]"
1309,43.63333333333333,00:00:43.63,3,,"[0.577654, 0.518507, 0.0845239, 0.268284]"
1310,43.666666666666664,00:00:43.66,3,,"[0.578004, 0.519014, 0.0845234, 0.268245]"
1311,43.7,00:00:43.70,3,,"[0.578651, 0.519109, 0.0841873, 0.269181]"
1312,43.733333333333334,00:00:43.73,3,,"[0.579022, 0.518491, 0.0842697, 0.27067]"
1313,43.766666666666666,00:00:43.76,3,,"[0.579681, 0.518539, 0.0835196, 0.270508]"
1314,43.8,00:00:43.79,3,,"[0.580385, 0.519525, 0.0830353, 0.267778]"
1315,43.833333333333336,00:00:43.83,3,,"[0.58095, 0.520032, 0.0820075, 0.267067]"
1316,43.86666666666667,00:00:43.86,3,,"[0.581203, 0.521941, 0.0816671, 0.263067]"
1317,43.9,00:00:43.89,3,,"[0.580238, 0.522936, 0.0836363, 0.260957]"
1318,43.93333333333333,00:00:43.93,3,,"[0.57972, 0.524884, 0.0841339, 0.257525]"
1319,43.96666666666667,00:00:43.96,3,,"[0.578641, 0.524545, 0.0856213, 0.257915]"
1320,44.0,00:00:44.00,3,,"[0.578674, 0.524035, 0.0860073, 0.258969]"
1321,44.03333333333333,00:00:44.03,3,,"[0.578388, 0.524123, 0.0867062, 0.259005]"
1322,44.06666666666667,00:00:44.06,3,,"[0.578596, 0.525464, 0.086371, 0.256308]"
1323,44.1,00:00:44.10,3,,"[0.579155, 0.526076, 0.085276, 0.255249]"
1324,44.13333333333333,00:00:44.13,3,,"[0.578997, 0.52666, 0.0848089, 0.254273]"
1325,44.166666666666664,00:00:44.16,3,,"[0.578966, 0.527808, 0.0853325, 0.252431]"
1326,44.2,00:00:44.20,3,,"[0.578256, 0.526075, 0.0857142, 0.256098]"
1327,44.233333333333334,00:00:44.23,3,,"[0.578167, 0.526347, 0.0860363, 0.255625]"
1328,44.266666666666666,00:00:44.26,3,,"[0.577695, 0.52735, 0.0868973, 0.252837]"
1329,44.3,00:00:44.29,3,,"[0.575518, 0.528001, 0.0909755, 0.252014]"
1330,44.333333333333336,00:00:44.33,3,,"[0.574351, 0.529206, 0.0929393, 0.250263]"
1331,44.36666666666667,00:00:44.36,3,,"[0.57256, 0.530559, 0.0946027, 0.247022]"
1332,44.4,00:00:44.39,3,,"[0.570721, 0.530671, 0.0985354, 0.246983]"
1333,44.43333333333333,00:00:44.43,3,,"[0.571266, 0.532028, 0.0968387, 0.243416]"
1334,44.46666666666667,00:00:44.46,3,,"[0.570265, 0.529138, 0.098475, 0.248937]"
1335,44.5,00:00:44.50,3,,"[0.570142, 0.52523, 0.0992301, 0.25616]"
1336,44.53333333333333,00:00:44.53,3,,"[0.571072, 0.522059, 0.0981016, 0.262136]"
1337,44.56666666666667,00:00:44.56,3,,"[0.572112, 0.519266, 0.09556, 0.267073]"
1338,44.6,00:00:44.60,3,,"[0.572761, 0.519271, 0.0941071, 0.267299]"
1339,44.63333333333333,00:00:44.63,3,,"[0.574046, 0.517209, 0.0908755, 0.270619]"
1340,44.666666666666664,00:00:44.66,3,,"[0.574169, 0.516149, 0.0909555, 0.272787]"
1341,44.7,00:00:44.70,3,,"[0.574473, 0.514412, 0.0899744, 0.276576]"
1342,44.733333333333334,00:00:44.73,3,,"[0.575639, 0.514837, 0.0870993, 0.274294]"
1343,44.766666666666666,00:00:44.76,3,,"[0.576027, 0.515547, 0.0866372, 0.273528]"
1344,44.8,00:00:44.79,3,,"[0.575968, 0.515336, 0.0871977, 0.273827]"
1345,44.833333333333336,00:00:44.83,3,,"[0.577019, 0.513953, 0.0856401, 0.277046]"
1346,44.86666666666667,00:00:44.86,3,,"[0.577029, 0.513018, 0.0865299, 0.279611]"
1347,44.9,00:00:44.89,3,,"[0.577456, 0.511452, 0.0851149, 0.282187]"
1348,44.93333333333333,00:00:44.93,3,,"[0.578505, 0.511459, 0.0844354, 0.282325]"
1349,44.96666666666667,00:00:44.96,3,,"[0.579483, 0.511402, 0.084305, 0.282813]"
1350,45.0,00:00:45.00,3,,"[0.579671, 0.51207, 0.0838726, 0.280966]"
1351,45.03333333333333,00:00:45.03,3,,"[0.580324, 0.512215, 0.0829929, 0.280898]"
1352,45.06666666666667,00:00:45.06,3,,"[0.580136, 0.512928, 0.0828051, 0.279221]"
1353,45.1,00:00:45.10,3,,"[0.581355, 0.515409, 0.0817324, 0.274827]"
1354,45.13333333333333,00:00:45.13,3,,"[0.581757, 0.515895, 0.0800952, 0.271703]"
1355,45.166666666666664,00:00:45.16,3,,"[0.5838, 0.517898, 0.0787718, 0.270823]"
1356,45.2,00:00:45.20,3,,"[0.58468, 0.518347, 0.0775044, 0.271389]"
1357,45.233333333333334,00:00:45.23,3,,"[0.584747, 0.517939, 0.0775463, 0.271549]"
1358,45.266666666666666,00:00:45.26,3,,"[0.585387, 0.517412, 0.0765861, 0.272703]"
1359,45.3,00:00:45.29,3,,"[0.584537, 0.517435, 0.076301, 0.275591]"
1360,45.333333333333336,00:00:45.33,3,,"[0.58503, 0.517467, 0.0752874, 0.27461]"
1361,45.36666666666667,00:00:45.36,3,,"[0.585758, 0.518296, 0.07522, 0.270462]"
1362,45.4,00:00:45.39,3,,"[0.585504, 0.518041, 0.0746517, 0.27296]"
1363,45.43333333333333,00:00:45.43,3,,"[0.586019, 0.518805, 0.0750114, 0.270534]"
1364,45.46666666666667,00:00:45.46,3,,"[0.586284, 0.519738, 0.0747067, 0.268925]"
1365,45.5,00:00:45.50,3,,"[0.586394, 0.519583, 0.0745913, 0.269559]"
1366,45.53333333333333,00:00:45.53,3,,"[0.586307, 0.519912, 0.0740009, 0.268685]"
1367,45.56666666666667,00:00:45.56,3,,"[0.585405, 0.519063, 0.0759382, 0.269824]"
1368,45.6,00:00:45.60,3,,"[0.584869, 0.517605, 0.0764448, 0.270818]"
1369,45.63333333333333,00:00:45.63,3,,"[0.584595, 0.517453, 0.0770076, 0.272463]"
1370,45.666666666666664,00:00:45.66,3,,"[0.583798, 0.517369, 0.0781517, 0.27339]"
1371,45.7,00:00:45.70,3,,"[0.582732, 0.514746, 0.0789449, 0.277461]"
1372,45.733333333333334,00:00:45.73,3,,"[0.581511, 0.513885, 0.0800612, 0.279212]"
1373,45.766666666666666,00:00:45.76,3,,"[0.58024, 0.51194, 0.0823059, 0.283237]"
1374,45.8,00:00:45.79,3,,"[0.579625, 0.51023, 0.0819263, 0.286083]"
1375,45.833333333333336,00:00:45.83,3,,"[0.579899, 0.509951, 0.0822949, 0.28717]"
1376,45.86666666666667,00:00:45.86,3,,"[0.579972, 0.510321, 0.082033, 0.286261]"
1377,45.9,00:00:45.89,3,,"[0.580288, 0.509116, 0.0809357, 0.288345]"
1378,45.93333333333333,00:00:45.93,3,,"[0.580255, 0.507654, 0.0817242, 0.290468]"
1379,45.96666666666667,00:00:45.96,3,,"[0.581404, 0.506567, 0.0796266, 0.293464]"
1380,46.0,00:00:46.00,3,,"[0.581604, 0.506226, 0.0799754, 0.293754]"
1381,46.03333333333333,00:00:46.03,3,,"[0.581316, 0.505741, 0.0793815, 0.294697]"
1382,46.06666666666667,00:00:46.06,3,,"[0.581887, 0.505506, 0.0788642, 0.294561]"
1383,46.1,00:00:46.10,3,,"[0.581631, 0.503226, 0.0787849, 0.297827]"
1384,46.13333333333333,00:00:46.13,3,,"[0.583434, 0.506603, 0.0773441, 0.292779]"
1385,46.166666666666664,00:00:46.16,3,,"[0.584034, 0.506802, 0.0762227, 0.292236]"
1386,46.2,00:00:46.20,3,,"[0.584857, 0.506642, 0.0751917, 0.294346]"
1387,46.233333333333334,00:00:46.23,3,,"[0.585035, 0.506479, 0.0751513, 0.294563]"
1388,46.266666666666666,00:00:46.26,3,,"[0.583533, 0.503554, 0.0748283, 0.301058]"
1389,46.3,00:00:46.29,3,,"[0.583775, 0.502721, 0.0757965, 0.303816]"
1390,46.333333333333336,00:00:46.33,3,,"[0.583989, 0.502953, 0.0761714, 0.304401]"
1391,46.36666666666667,00:00:46.36,3,,"[0.585137, 0.50293, 0.0742164, 0.305216]"
1392,46.4,00:00:46.39,3,,"[0.589581, 0.503271, 0.0664396, 0.30471]"
1393,46.43333333333333,00:00:46.43,3,,"[0.591878, 0.504755, 0.0632224, 0.30406]"
1394,46.46666666666667,00:00:46.46,3,,"[0.59255, 0.50512, 0.062619, 0.303406]"
1395,46.5,00:00:46.50,3,,"[0.593258, 0.505126, 0.0614423, 0.303312]"
1396,46.53333333333333,00:00:46.53,3,,"[0.594532, 0.507445, 0.0593041, 0.298333]"
1397,46.56666666666667,00:00:46.56,3,,"[0.595991, 0.508543, 0.0565712, 0.296619]"
1398,46.6,00:00:46.60,3,,"[0.597211, 0.511176, 0.0569134, 0.29202]"
1399,46.63333333333333,00:00:46.63,3,,"[0.598044, 0.511229, 0.0551762, 0.292066]"
1400,46.666666666666664,00:00:46.66,3,,"[0.598266, 0.51267, 0.054848, 0.290135]"
1401,46.7,00:00:46.70,3,,"[0.598758, 0.51484, 0.0536961, 0.285702]"
1402,46.733333333333334,00:00:46.73,3,,"[0.598217, 0.513765, 0.0548824, 0.287347]"
1403,46.766666666666666,00:00:46.76,3,,"[0.596893, 0.512973, 0.0552083, 0.288881]"
1404,46.8,00:00:46.79,3,,"[0.596617, 0.51403, 0.0561403, 0.286455]"
1405,46.833333333333336,00:00:46.83,3,,"[0.597298, 0.515074, 0.0554897, 0.284639]"
1406,46.86666666666667,00:00:46.86,3,,"[0.599203, 0.517003, 0.0546234, 0.281163]"
1407,46.9,00:00:46.89,3,,"[0.59815, 0.516637, 0.0540023, 0.281665]"
1408,46.93333333333333,00:00:46.93,3,,"[0.597348, 0.516276, 0.0560402, 0.282548]"
1409,46.96666666666667,00:00:46.96,3,,"[0.596586, 0.517395, 0.0569044, 0.279929]"
1410,47.0,00:00:47.00,3,,"[0.595317, 0.520129, 0.0593974, 0.273615]"
1411,47.03333333333333,00:00:47.03,3,,"[0.594714, 0.521701, 0.0604504, 0.270105]"
1412,47.06666666666667,00:00:47.06,3,,"[0.593509, 0.522349, 0.0629184, 0.268056]"
1413,47.1,00:00:47.10,3,,"[0.591025, 0.522983, 0.0661769, 0.266291]"
1414,47.13333333333333,00:00:47.13,3,,"[0.590551, 0.522978, 0.0665627, 0.266174]"
1415,47.166666666666664,00:00:47.16,3,,"[0.589907, 0.521693, 0.0675265, 0.269232]"
1416,47.2,00:00:47.20,3,,"[0.588188, 0.520769, 0.0706846, 0.270464]"
1417,47.233333333333334,00:00:47.23,3,,"[0.585604, 0.519099, 0.0736062, 0.271988]"
1418,47.266666666666666,00:00:47.26,3,,"[0.58362, 0.517745, 0.0769947, 0.274282]"
1419,47.3,00:00:47.29,3,,"[0.582466, 0.516764, 0.0799782, 0.27675]"
1420,47.333333333333336,00:00:47.33,3,,"[0.57972, 0.516267, 0.0836894, 0.276302]"
1421,47.36666666666667,00:00:47.36,3,,"[0.577334, 0.514791, 0.0879208, 0.278771]"
1422,47.4,00:00:47.39,3,,"[0.577085, 0.513545, 0.087435, 0.28006]"
1423,47.43333333333333,00:00:47.43,3,,"[0.576295, 0.513247, 0.0881092, 0.280909]"
1424,47.46666666666667,00:00:47.46,3,,"[0.575884, 0.511583, 0.0891589, 0.283405]"
1425,47.5,00:00:47.50,3,,"[0.575408, 0.51166, 0.0896568, 0.283214]"
1426,47.53333333333333,00:00:47.53,3,,"[0.574921, 0.511295, 0.0881887, 0.283524]"
1427,47.56666666666667,00:00:47.56,3,,"[0.574628, 0.510966, 0.0889924, 0.283148]"
1428,47.6,00:00:47.60,3,,"[0.57416, 0.511026, 0.0890554, 0.28199]"
1429,47.63333333333333,00:00:47.63,3,,"[0.573216, 0.511053, 0.0905947, 0.281775]"
1430,47.666666666666664,00:00:47.66,3,,"[0.573056, 0.510394, 0.0902977, 0.28322]"
1431,47.7,00:00:47.70,3,,"[0.572795, 0.508418, 0.0904596, 0.287727]"
1432,47.733333333333334,00:00:47.73,3,,"[0.573295, 0.507869, 0.0913891, 0.289891]"
1433,47.766666666666666,00:00:47.76,3,,"[0.573716, 0.504935, 0.0916658, 0.294752]"
1434,47.8,00:00:47.79,3,,"[0.574098, 0.503498, 0.092462, 0.296396]"
1435,47.833333333333336,00:00:47.83,3,,"[0.573758, 0.502907, 0.0932301, 0.297791]"
1436,47.86666666666667,00:00:47.86,3,,"[0.573268, 0.503177, 0.0932858, 0.296767]"
1437,47.9,00:00:47.89,3,,"[0.571783, 0.503595, 0.0959014, 0.296197]"
1438,47.93333333333333,00:00:47.93,3,,"[0.569804, 0.502673, 0.100731, 0.300851]"
1439,47.96666666666667,00:00:47.96,3,,"[0.56917, 0.507621, 0.102504, 0.289211]"
1440,48.0,00:00:48.00,3,,"[0.569274, 0.507831, 0.102865, 0.288344]"
1441,48.03333333333333,00:00:48.03,3,,"[0.569519, 0.508164, 0.102642, 0.287888]"
1442,48.06666666666667,00:00:48.06,3,,"[0.569354, 0.508612, 0.102992, 0.28684]"
1443,48.1,00:00:48.10,3,,"[0.569397, 0.508891, 0.103562, 0.287323]"
1444,48.13333333333333,00:00:48.13,3,,"[0.569467, 0.51153, 0.101903, 0.283077]"
1445,48.166666666666664,00:00:48.16,3,,"[0.57105, 0.515152, 0.0996515, 0.273956]"
1446,48.2,00:00:48.20,3,,"[0.572568, 0.515616, 0.0959737, 0.273144]"
1447,48.233333333333334,00:00:48.23,3,,"[0.57389, 0.517491, 0.0959442, 0.269158]"
1448,48.266666666666666,00:00:48.26,3,,"[0.574375, 0.518554, 0.0947438, 0.266691]"
1449,48.3,00:00:48.29,3,,"[0.575191, 0.518182, 0.0929144, 0.26621]"
1450,48.333333333333336,00:00:48.33,3,,"[0.575124, 0.517604, 0.0910656, 0.268051]"
1451,48.36666666666667,00:00:48.36,3,,"[0.576512, 0.51988, 0.0884699, 0.263664]"
1452,48.4,00:00:48.39,3,,"[0.576857, 0.520369, 0.0876009, 0.263388]"
1453,48.43333333333333,00:00:48.43,3,,"[0.577672, 0.521312, 0.0865213, 0.262152]"
1454,48.46666666666667,00:00:48.46,3,,"[0.578578, 0.521998, 0.0846375, 0.260437]"
1455,48.5,00:00:48.50,3,,"[0.578908, 0.524187, 0.0838882, 0.256565]"
1456,48.53333333333333,00:00:48.53,3,,"[0.579112, 0.526089, 0.0834937, 0.253295]"
1457,48.56666666666667,00:00:48.56,3,,"[0.579313, 0.527312, 0.08388, 0.251188]"
1458,48.6,00:00:48.60,3,,"[0.580923, 0.530441, 0.0819344, 0.246141]"
1459,48.63333333333333,00:00:48.63,3,,"[0.582475, 0.532263, 0.0813812, 0.244492]"
1460,48.666666666666664,00:00:48.66,3,,"[0.583104, 0.532861, 0.0808353, 0.242518]"
1461,48.7,00:00:48.70,3,,"[0.583317, 0.532683, 0.0801498, 0.243534]"
1462,48.733333333333334,00:00:48.73,3,,"[0.583579, 0.531006, 0.0789261, 0.247117]"
1463,48.766666666666666,00:00:48.76,3,,"[0.583107, 0.530617, 0.0797627, 0.248228]"
1464,48.8,00:00:48.79,3,,"[0.582855, 0.529707, 0.0803726, 0.249494]"
1465,48.833333333333336,00:00:48.83,3,,"[0.581558, 0.528444, 0.0807461, 0.250911]"
1466,48.86666666666667,00:00:48.86,3,,"[0.580597, 0.528254, 0.0824165, 0.251888]"
1467,48.9,00:00:48.89,3,,"[0.580839, 0.52565, 0.0825478, 0.257509]"
1468,48.93333333333333,00:00:48.93,3,,"[0.580443, 0.52325, 0.083488, 0.261968]"
1469,48.96666666666667,00:00:48.96,3,,"[0.580703, 0.522933, 0.0831337, 0.262774]"
1470,49.0,00:00:49.00,3,,"[0.581646, 0.52218, 0.0818169, 0.264018]"
1471,49.03333333333333,00:00:49.03,3,,"[0.582093, 0.522725, 0.0811546, 0.263085]"
1472,49.06666666666667,00:00:49.06,3,,"[0.582027, 0.521668, 0.081404, 0.264577]"
1473,49.1,00:00:49.10,3,,"[0.582083, 0.521354, 0.0816933, 0.265428]"
1474,49.13333333333333,00:00:49.13,3,,"[0.58212, 0.521807, 0.0813838, 0.264944]"
1475,49.166666666666664,00:00:49.16,3,,"[0.582156, 0.521714, 0.0814563, 0.265588]"
1476,49.2,00:00:49.20,3,,"[0.582265, 0.521906, 0.0810358, 0.265469]"
1477,49.233333333333334,00:00:49.23,3,,"[0.581939, 0.522134, 0.0818201, 0.265287]"
1478,49.266666666666666,00:00:49.26,3,,"[0.581308, 0.522329, 0.0824748, 0.265233]"
1479,49.3,00:00:49.29,3,,"[0.581084, 0.520702, 0.0830165, 0.268944]"
1480,49.333333333333336,00:00:49.33,3,,"[0.581309, 0.520556, 0.0823271, 0.269048]"
1481,49.36666666666667,00:00:49.36,3,,"[0.581371, 0.518274, 0.0822507, 0.2738]"
1482,49.4,00:00:49.39,3,,"[0.581749, 0.517402, 0.0816001, 0.275564]"
1483,49.43333333333333,00:00:49.43,3,,"[0.581318, 0.516285, 0.082068, 0.277188]"
1484,49.46666666666667,00:00:49.46,3,,"[0.581726, 0.516325, 0.081026, 0.276619]"
1485,49.5,00:00:49.50,3,,"[0.583001, 0.516527, 0.0789051, 0.275534]"
1486,49.53333333333333,00:00:49.53,3,,"[0.582683, 0.516214, 0.0791891, 0.275799]"
1487,49.56666666666667,00:00:49.56,3,,"[0.582325, 0.517111, 0.0797543, 0.2747]"
1488,49.6,00:00:49.60,3,,"[0.581473, 0.519608, 0.0814478, 0.269892]"
1489,49.63333333333333,00:00:49.63,3,,"[0.580681, 0.522134, 0.0822472, 0.265516]"
1490,49.666666666666664,00:00:49.66,3,,"[0.579811, 0.52408, 0.0830879, 0.261628]"
1491,49.7,00:00:49.70,3,,"[0.578648, 0.523756, 0.084359, 0.262524]"
1492,49.733333333333334,00:00:49.73,3,,"[0.578027, 0.524739, 0.0855148, 0.260842]"
1493,49.766666666666666,00:00:49.76,3,,"[0.576418, 0.524957, 0.0886319, 0.25969]"
1494,49.8,00:00:49.79,3,,"[0.575651, 0.526612, 0.0901208, 0.256729]"
1495,49.833333333333336,00:00:49.83,3,,"[0.575055, 0.526372, 0.0909707, 0.256944]"
1496,49.86666666666667,00:00:49.86,3,,"[0.57469, 0.526373, 0.0920636, 0.257281]"
1497,49.9,00:00:49.89,3,,"[0.57485, 0.526812, 0.0914302, 0.256513]"
1498,49.93333333333333,00:00:49.93,3,,"[0.574449, 0.525519, 0.0922306, 0.259521]"
1499,49.96666666666667,00:00:49.96,3,,"[0.574441, 0.524953, 0.0924362, 0.260888]"
1500,50.0,00:00:50.00,3,,"[0.574628, 0.525514, 0.0917487, 0.25979]"
1501,50.03333333333333,00:00:50.03,3,,"[0.574732, 0.525378, 0.0913742, 0.259835]"
1502,50.06666666666667,00:00:50.06,3,,"[0.574697, 0.525499, 0.0912729, 0.259421]"
1503,50.1,00:00:50.10,3,,"[0.574913, 0.526179, 0.0909231, 0.258555]"
1504,50.13333333333333,00:00:50.13,3,,"[0.574837, 0.526048, 0.0914538, 0.258653]"
1505,50.166666666666664,00:00:50.16,3,,"[0.57471, 0.527411, 0.0915209, 0.255678]"
1506,50.2,00:00:50.20,3,,"[0.573883, 0.526378, 0.0935154, 0.25764]"
1507,50.233333333333334,00:00:50.23,3,,"[0.572942, 0.527306, 0.0951947, 0.255241]"
1508,50.266666666666666,00:00:50.26,3,,"[0.571535, 0.528233, 0.0972595, 0.253848]"
1509,50.3,00:00:50.29,3,,"[0.570985, 0.530334, 0.0983654, 0.250336]"
1510,50.333333333333336,00:00:50.33,3,,"[0.570091, 0.531263, 0.0987003, 0.247624]"
1511,50.36666666666667,00:00:50.36,3,,"[0.56898, 0.53178, 0.1007, 0.247514]"
1512,50.4,00:00:50.39,3,,"[0.567784, 0.532636, 0.101586, 0.246615]"
1513,50.43333333333333,00:00:50.43,3,,"[0.567079, 0.53266, 0.102889, 0.247202]"
1514,50.46666666666667,00:00:50.46,3,,"[0.566359, 0.532936, 0.104418, 0.246399]"
1515,50.5,00:00:50.50,3,,"[0.566261, 0.532893, 0.103812, 0.245623]"
1516,50.53333333333333,00:00:50.53,3,,"[0.56606, 0.533075, 0.104157, 0.24552]"
1517,50.56666666666667,00:00:50.56,3,,"[0.565351, 0.533513, 0.105325, 0.245152]"
